CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
13.217.485/0001-11;GRUPO SBF S.A.;GRUPO SBF S.A.;2019-04-15;2011-01-31;;;ATIVO;2019-04-15;24694;Comércio (Atacado e Varejo);BOLSA;Categoria A;2019-04-15;FASE OPERACIONAL;2019-02-15;PRIVADO HOLDING;SEDE;RUA HUGO D'ANTOLA, 200;;LAPA;SÃO PAULO;SP;BRASIL;5038090;11;25885000;;;ri@gruposbf.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSÉ LUÍS MAGALHÃES SALAZAR;2019-02-15;AV. DOUTORA RUTH CARDOSO 7221;ED.  BIRMAN 1,2 3º;PINHEIROS;SÃO PAULO;SP;;5425902;11;25885000;;;ri@gruposbf.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;GSH CORP PARTICIPAÇÕES S.A.;2022-01-27;2006-08-01;;;ATIVO;2022-01-27;26603;Serviços Médicos;;Categoria A;2022-01-27;FASE OPERACIONAL;2021-11-17;PRIVADO;SEDE;RUA DO PASSEIO 62, 5º ANDAR;;CENTRO;RIO DE JANEIRO;RJ;;20021290;21;971281797;;;ri@gshcorp.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCOS AURÉLIO FACCIOLI;2021-11-16;RUA DO PASSEIO 62, 5º ANDAR;;CENTRO;RIO DE JANEIRO;RJ;;20021290;21;971281797;0;0;ri@gshcorp.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
00.649.881/0001-76;GTD PARTICIPACOES SA;GTD PARTICIPAÇÕES S\A;1995-06-27;1995-05-22;2015-04-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2015-04-07;14915;Emp. Adm. Part. - Sem Setor Principal;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2000-12-31;PRIVADO;SEDE;Av. Presidente Wilson, 231;11º andar;Centro;RIO DE JANEIRO;RJ;BRASIL;20030905;021;32192545;21;32192501;governance@bnymellon.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARLOS EDUARDO REICH DE SAMPAIO;2008-04-28;AV. PRESIDENTE WILSON, 231;11º ANDAR;CENTRO;RIO DE JANEIRO;RJ;;20030905;21;32192545;21;32192501;governance@bnymellon.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;GUARARAPES CONFECÇÕES;1958-10-16;1956-10-06;;;ATIVO;1958-10-16;4669;Têxtil e Vestuário;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1992-10-20;PRIVADO;SEDE;RODOVIA RN 160, KM 03, BLOCO A, 1º ANDAR;-;DISTRITO INDUSTRIAL;NATAL;RN;BRASIL;59115900;84;32041100;84;32272337;diretorri@guararapes.ind.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;VALERÍ SBERSE;2022-05-23;RUA ELIAS JOAQUIM, 40;;PILARZINHO;CURITIBA;PR;;82120350;41;32638302;0;0;diretorri@guararapes.ind.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
08.810.422/0001-34;GUARARAPES PAINÉIS S.A.;GUARARAPES PAINÉIS S.A.;2021-07-30;2007-07-02;;;ATIVO;2021-07-30;26115;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;;Categoria A;2021-07-30;FASE OPERACIONAL;2020-12-16;PRIVADO;SEDE;RODOVIA AVELINO MANDELLI, KM 01;S/N;AEROPORTO;CAÇADOR;SC;;89500000;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;FABIO DE FREITAS LEITÃO TORRES;2020-05-29;RODOVIA AVELINO MANDELLI;KM 01;AEROPORTO;CAÇADOR;SC;;89500000;46;32638331;0;0;ri@guararapes.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
30.788.149/0001-48;GUARDIAN COMPANHIA SECURITIZADORA;GUARDIAN COMPANHIA SECURITIZADORA;2018-10-10;2018-05-25;;;ATIVO;2018-10-10;24562;Securitização de Recebíveis;;Categoria B;2018-10-10;FASE PRÉ-OPERACIONAL;2018-07-30;PRIVADO;SEDE;AV CARLOS GOMES, 2012;SALA 605;TRÊS FIGUEIRAS;PORTO ALEGRE;RS;BRASIL;90480003;51;33078700;51;33078700;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ARTHUR EMÍLIO KÜRSTEN DE MATTOS;2018-06-27;AV CARLOS GOMES, 2012;SALA 605;TRÊS FIGUEIRAS;PORTO ALEGRE;RS;;90480003;51;33078700;51;33078700;arthur@guardiancapital.com.br;03.191.208/0001-23;MOORE CONSULTING NEWS AUDITORES INDEPENDENTES
58.962.275/0001-96;GURGEL MOTORES SA;GURGEL MOTORES SA;1988-09-13;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;13382;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;RUA CONCEICAO VELOSO 174;;VILA MARIANA;SÃO PAULO;SP;BRASIL;4110120;11;5718144;11;5738078;;DIRETOR DE RELAÇÕES COM INVESTIDORES;OLAIR VILA REAL;1988-09-13;RUA CONCEIÇÃO VELOSO 174;;VILA MARIANA;SÃO PAULO;SP;;4110120;11;2398237;11;5738078;;43.342.997/0001-70;ECOPAL AUDITORES INDEPENDENTES
62.278.783/0001-27;GURGEL SA PARTICIPACOES;GURGEL SA PART;1984-11-06;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;12050;Emp. Adm. Participações;;;;;;PRIVADO;SEDE;RUA CONCEIÇÃO VELOSO 174;;VILA MARIANA;SÃO PAULO;SP;BRASIL;4110120;11;5718144;11;5738078;;DIRETOR DE RELAÇÕES COM INVESTIDORES;OLAIR VILLA REAL;1984-11-06;RUA CONCEIÇÃO VELOSO 174;;VILA MARIANA;SÃO PAULO;SP;;4110120;11;5718144;11;5738078;;43.342.997/0001-70;ECOPAL AUDITORES INDEPENDENTES
03.420.904/0001-64;GVT HOLDING S/A;GVT HOLDING;2006-06-09;1999-09-20;2010-05-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2010-05-07;20117;Emp. Adm. Part. - Telecomunicações;;Categoria A;2010-01-01;;;ESTRANGEIRO HOLDING;SEDE;RUA LORENÇO PINTO, 299, 13º;;CENTRO;CURITIBA;PR;BRASIL;80010160;41;30259900;41;30259922;ir@gvt.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RODRIGO CIPARRONE;2009-09-19;RUA LOURENÇO PINTO;299 - 13º ANDAR;CENTRO;CURITIBA;PR;;80010160;41;30259900;41;30259922;ir@gvt.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
10.737.120/0001-20;GYPSUM DO NE SA IC DE GESSO;GYPSUM;1968-09-06;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;6610;Extração Mineral;;;;;;PRIVADO;SEDE;AV MARGINAL 15;;;PETROLINA;PE;BRASIL;56300000;81;9612833;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ROBERTO CAMPOS GUIMARAES;1968-09-06;BECO DA FABRICA 23/3 SALA 34-5;;;SÃO PAULO;SP;;1030000;11;2289997;0011;;;00.000.604/1438-34;WALDEMAR KRONBERG
09.304.427/0001-58;HABITASEC SECURITIZADORA SA;HABITASEC SECURITIZADORA SA;2008-08-19;2007-12-19;;;ATIVO;2008-08-19;21628;Securitização de Recebíveis;;Categoria B;2010-01-01;FASE OPERACIONAL;2011-11-08;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, 2.894;5 andar CJ 52;Jardim Paulistano;SÃO PAULO;SP;BRASIL;1451902;11;30626902;011;30626902;roestrada@habitasec.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RODRIGO FARIA ESTRADA;2014-07-04;AV. BRIGADEIRO FARIA LIMA,2894;5 ANDAR CJ 52;JARDIM PAULISTANO;SÃO PAULO;SP;;1451902;011;30626902;011;30626902;roestrada@habitasec.com.br;02.159.736/0001-32;MOORE MSLL LIMA LUCCHESI AUDITORES E CONTADORES
30.540.991/0001-66;HAGA S.A. INDÚSTRIA E COMÉRCIO;HAGA;1988-09-01;1946-05-02;;;ATIVO;1988-09-01;13366;Metalurgia e Siderurgia;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2012-10-15;PRIVADO;SEDE;AVENIDA ENGENHEIRO HANS GAISER, 26;PREDIO;CENTRO;NOVA FRIBURGO;RJ;BRASIL;28605220;22;25258000;22;25258059;haga@haga.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSÉ LUIZ ABICALIL;1988-09-01;AV. ENGENHEIRO HANS GAISER;26;ROBADEY;NOVA FRIBURGO;RJ;;28605220;22;25258000;22;25258059;abicalil@haga.com.br;28.798.390/0001-06;R4 AUDITORIA INDEPENDENTE S/S - ME
34.111.187/0001-12;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;BES INVESTIMENTO DO BRASIL;1991-12-16;;2000-06-20;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA;2000-06-20;13960;Arrendamento Mercantil;;;;;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA 3729;8º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538905;11;30747444;11;30747469;resp_legal_alan@haitongib.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RICARDO ABECASSIS ESPIRITO SANTO SILVA;1991-12-16;PRAÇA PIO X Nº 118/12º ANDAR;;CENTRO;RIO DE JANEIRO;RJ;;20091040;21;38491711;21;38491760;;33.017.310/0001-78;RUHTRA S/C
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2018-04-20;2001-08-30;;;ATIVO;2018-04-20;24392;Serviços Médicos;BALCÃO ORGANIZADO;Categoria A;2018-04-20;FASE OPERACIONAL;2018-02-26;PRIVADO HOLDING;SEDE;AV. HERÁCLITO GRAÇA, 406;;CENTRO;FORTALEZA;CE;BRASIL;60140060;11;991274307;;;ri@hapvida.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MAURICIO FERNANDES TEIXEIRA;2021-04-01;AVENIDA HERÁCLITO GRAÇA;Nº406;CENTRO;FORTALEZA;CE;;60140060;085;92749706;85;0;ri@hapvida.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;2018-04-20;2001-08-30;;;ATIVO;2018-04-20;24392;Serviços Médicos;BOLSA;Categoria A;2018-04-20;FASE OPERACIONAL;2018-02-26;PRIVADO HOLDING;SEDE;AV. HERÁCLITO GRAÇA, 406;;CENTRO;FORTALEZA;CE;BRASIL;60140060;11;991274307;;;ri@hapvida.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MAURICIO FERNANDES TEIXEIRA;2021-04-01;AVENIDA HERÁCLITO GRAÇA;Nº406;CENTRO;FORTALEZA;CE;;60140060;085;92749706;85;0;ri@hapvida.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
13.407.573/0001-86;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;2011-08-18;2011-02-24;2016-06-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2016-06-07;22578;Emp. Adm. Part. - Sem Setor Principal;BALCÃO ORGANIZADO;Categoria A;2011-08-18;FASE OPERACIONAL;2012-10-01;PRIVADO HOLDING;SEDE;Avenida Brigadeiro Faria Lima 3477;14° andar;Itaim Bibi;SÃO PAULO;SP;BRASIL;4538133;11;33832500;11;33832001;ol-dri-harpia-omega@btgpactual.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;EDWYN NEVES;2011-01-24;AVENIDA BRIGADEIRO FARIA LIMA;Nº 3477- 14° ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538133;11;33832500;11;33832001;ol-dri-harpia-omega@btgpactual.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
56.444.250/0001-75;HAUSCENTER SA;HAUSCENTER;1995-05-02;1986-09-16;;;ATIVO;1995-05-02;14850;Emp. Adm. Part. - Sem Setor Principal;;Categoria B;2010-01-01;FASE OPERACIONAL;1995-05-02;PRIVADO;SEDE;DAS NAÇÕES UNIDAS, NR. 12551, 17º ANDAR;SALA 1709;BROOKLIN PAULISTA;SÃO PAULO;SP;;4578903;21;986940517;11;55065446;intercorpconsultoria@uol.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FERNANDO GUILHERME DE FRANCISCO NEGRÃO;2020-06-12;AVENIDA DAS NAÇÕES UNIDAS;NR. 12559, PISO L;BROOKLIN NOVO;SÃO PAULO;SP;;4578903;21;21037621;0;0;intercorpconsultoria@uol.com.br;12.354.051/0001-09;FAMA AUDITORES INDEPENDENTES
14.785.152/0001-51;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;;2020-12-18;2011-12-02;;;ATIVO;2020-12-18;25402;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2020-12-18;FASE OPERACIONAL;2020-08-26;PRIVADO;SEDE;AVENIDA VEREADOR NARCISO YAGUE GUIMARÃES;1145/ 2º ANDAR;JARDIM ARMÊNIA;MOGI DAS CRUZES;SP;;8780500;11;47937555;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANIEL VITERBO;2022-04-26;AV VEREADOR NARCISO YAGUE GUIM;1145 - 2º ANDAR;JARDIM ARMÊNIA;MOGI DAS CRUZES;SP;;8780500;11;47937555;0;0;ri@hbrrealty.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
49.263.189/0001-02;HELBOR EMPREENDIMENTOS S/A;HELBOR;2007-07-09;1977-01-01;;;ATIVO;2007-07-09;20877;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2007-07-09;PRIVADO;SEDE;AV. VEREADOR NARCISO YAGUE GUIMARÃES, Nº 1145;15º ANDAR;JARDIM ARMÊNIA;MOGI DAS CRUZES;SP;BRASIL;8780500;11;47958555;11;47248831;helbor@helbor.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FRANCO GERODETTI NETO;2020-11-11;AV VEREADOR NARCISO YAGUE GUIM;1145,  15° ANDAR;JARDIM ARMÊNIA;MOGI DAS CRUZES;SP;;8780500;11;47958555;11;31741211;ri@helbor.com.br;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
92.749.225/0001-63;HERCULES S/A - FABRICA DE TALHERES;HERCULES S/A;1968-11-01;1936-01-01;;;ATIVO;1968-11-01;6629;Metalurgia e Siderurgia;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1968-11-01;PRIVADO;SEDE;Rua do Paraíso, 148;14º andar Cj 141;Paraíso;SÃO PAULO;SP;BRASIL;4103000;11;35241500;11;35241523;acionistas@hercules.ind.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCELO FAGONDES DE FREITAS;1968-11-01;AV. DR. NILO PEÇANHA, 2825;SALA 702;CHÁCARA DAS PEDRAS;PORTO ALEGRE;RS;;91330001;51;33585110;;;marcelo.freitas@mundial.com;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP
82.647.942/0001-20;HERING SA BRINQ INST MUSICAIS;HERING SA BRINQUEDOS;1987-01-12;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA;2005-03-22;13137;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;LARGO CEL FEDDERSEN S/N;;;BLUMENAU;SC;BRASIL;89030000;0473;230500;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALBERTO BERTOLAZZI;1987-01-12;RUA BOA VISTA 185;;;SÃO PAULO;SP;;1014000;11;2390711;0011;;;60.498.789/0001-84;INSTITUTO NAC DE AUDITORES
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;HIDROVIAS DO BRASIL S.A.;2011-12-14;2010-08-18;;;ATIVO;2011-12-14;22675;Serviços Transporte e Logística;BOLSA;Categoria A;2011-12-14;FASE OPERACIONAL;2013-06-30;PRIVADO;SEDE;Rua Gilberto Sabino, 215;7º andar;Pinheiros;SÃO PAULO;SP;BRASIL;5425020;11;39056033;11;39056005;ri@hbsa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;RICARDO FERNANDES PEREIRA;2022-04-04;RUA GILBERTO SABINO 215;7º ANDAR;PINHEIROS;SÃO PAULO;SP;;5425020;11;39056000;0;0;ri@hbsa.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
60.904.810/0001-02;HINDI CIA BRAS DE HABITACOES;HINDI;1977-07-20;;1990-11-29;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1990-11-29;6661;Construção Civil, Mat. Constr. e Decoração;;;;;;PRIVADO;SEDE;R.ESTADOS UNIDOS,1765;;;SÃO PAULO;SP;BRASIL;1427000;11;8812111;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ROBERTO HINDI;1977-07-20;R.ESTADOS UNIDOS,1765;;;SÃO PAULO;SP;;1427000;11;8812111;0011;;;61.001.830/0001-28;NORMAS AUDITORIA E CONS SC
39.393.829/0001-37;HLASA PARTICIPAÇÕES S.A.;HLASA PARTICIPAÇÕES S.A.;2020-12-10;2020-09-23;2022-01-10;CANCELAMENTO A PEDIDO - artigo 14, I Resolução CVM nº 10/20;CANCELADA;2022-01-10;25364;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2020-12-10;FASE PRÉ-OPERACIONAL;2020-10-15;PRIVADO HOLDING;SEDE;AV. ALMIRANTE BARROSO, Nº 52;SL 3001 E 3002 PA;CENTRO;RIO DE JANEIRO;RJ;;20031000;21;22111300;;;dri@etrorio.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCUS VINICIUS FIGUR DA ROSA;2020-09-23;AV. ALMIRANTE BARROSO, Nº 52;SL 3001 E 3002 PA;CENTRO;RIO DE JANEIRO;RJ;;20031000;21;22111300;;;invest@invepar.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
40.159.947/0001-64;HMOBI PARTICIPAÇÕES S.A;HMOBI PARTICIPAÇÕES S.A;2021-04-07;2020-12-08;;;ATIVO;2021-04-07;25674;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2021-04-07;FASE PRÉ-OPERACIONAL;2021-02-01;PRIVADO HOLDING;SEDE;AV. ALMIRANTE BARROSO;Nº 52, SL 3001 E;CENTRO;RIO DE JANEIRO;RJ;;20031000;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;HERBERT ADRIANO QUIRINO DOS SANTOS;2021-11-16;AVENIDA ALMIRANTE BARROSO Nº 5;;CENTRO;RIO DE JANEIRO;RJ;;20031000;11;63954125;0;0;invest@invepar.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
61.150.397/0001-92;HOECHST BRASIL QUIM FARM SA;HOECHST;1985-03-26;;1996-02-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1996-02-12;12335;Petroquímicos e Borracha;;;;;;ESTRANGEIRO;SEDE;AV DAS NACOES UNIDAS NR 18001;;;SÃO PAULO;SP;BRASIL;4795900;11;5257907;11;5257189;;DIRETOR DE RELAÇÕES COM INVESTIDORES;RAINER GUNTHER KURTH;1985-03-26;AV NACOES UNIDAS 18001;;;SÃO PAULO;SP;;4795100;11;5257907;0011;;;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
60.861.788/0001-52;HOECHST BRASIL SA QUIM FARM;HOESCHST;1980-07-18;;1996-02-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1996-02-12;6670;Petroquímicos e Borracha;;;;;;ESTRANGEIRO;SEDE;R.BRAULIO GOMES, 36/SALA 903;;;SÃO PAULO;SP;BRASIL;1047000;11;2580111;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;HORST E.I.HEIDRICH;1980-07-18;R.BRAULIO GOMES, 36/SALA 911;;;SÃO PAULO;SP;;1047000;11;2580111;0011;;;;
18.903.785/0001-78;HOLDING DO ARAGUAIA S.A.;HOLDING DO ARAGUAIA S.A.;2021-12-23;2013-08-20;;;ATIVO;2021-12-23;26565;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2021-12-23;FASE PRÉ-OPERACIONAL;2021-09-24;PRIVADO HOLDING;SEDE;RUA GOMES DE CARVALHO, Nº 1.510;CONJUNTOS 31/32;VILA OLÍMPIA;SÃO PAULO;SP;;4547005;11;37872683;11;37872668;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARLOS EDUARDO AUCHEWSKI XISTO;2021-07-12;RUA GOMES DE CARVALHO,1.510;CONJUNTOS 31/32;VILA OLÍMPIA;SÃO PAULO;SP;;4547005;11;37872683;11;37872668;invest@ecorodovias.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
23.864.409/0001-51;HOLDING VERZANI & SANDRINI S.A.;;2022-03-23;2015-12-18;;;ATIVO;2022-03-23;26689;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2022-03-23;FASE OPERACIONAL;2021-10-19;PRIVADO;SEDE;RUA MARINA, Nº 487, 2º ANDAR, SALA 2;;CAMPESTRE;SANTO ANDRÉ;SP;;9070510;11;44283005;11;44283005;ri@verzani.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JORGE AZER MALUF NETO;2021-10-15;RUA MARINA, Nº 487, 2º ANDAR,;SALA 2;CAMPESTRE;SANTO ANDRÉ;SP;;9070510;11;44283000;11;44283000;ri@verzani.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
00.924.432/0001-99;HOPI HARI SA;HOPI HARI;1996-02-13;1995-08-14;2018-05-30;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2018-05-30;15377;Hospedagem e Turismo;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2000-12-31;PRIVADO;SEDE;Estrada Municipal Vinhedo / Itupeva;7001;do Moinho;VINHEDO;SP;BRASIL;13280000;19;38369144;19;38369073;dri@hopihari.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUCIANO CORREA;2016-10-04;ESTRADA MUN. VINHEDO ITUPEVA;7001;DO MOINHO;VINHEDO;;;13280000;19;38369007;19;38369073;dri@hopihari.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
02.560.878/0001-07;HOSPITAL ANCHIETA S.A.;HOSPITAL ANCHIETA S.A.;2021-12-08;1995-08-01;;;ATIVO;2021-12-08;26468;Serviços Médicos;;Categoria B;2021-12-08;FASE OPERACIONAL;2021-09-10;PRIVADO;SEDE;ÁREA ESPECIAL, 8/9/10, SETOR C NORTE;;TAGUATINGA;BRASÍLIA;DF;;72115700;27;33464232;;;flavio.deluiggi@korasaude.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FLÁVIO FIGUEIREDO DELUIGG;2021-09-09;ÁREA ESPECIAL;8/9/10, SETOR C NO;TAGUATINGA;BRASÍLIA;DF;;72115700;27;33464232;0;0;flavio.deluiggi@korasaude.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
25.249.439/0001-83;HOSPITAL CARE CALEDONIA S.A.;CALEDÔNIA SAÚDE S.A.;2021-04-28;2016-06-20;;;ATIVO;2021-04-28;25771;Serviços Médicos;;Categoria A;2021-04-28;FASE OPERACIONAL;2021-02-18;PRIVADO;SEDE;RUA UMBU;Nº 291;ALPHAVILLE;CAMPINAS;SP;;13098325;11;35149300;;;ri@hospitalcare.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOÃO MARCOS BEZERRA;2021-02-16;RUA BERNARDINO DE CAMPOS;Nº 230;CENTRO;CAMPINAS;SP;;13013151;19;35149380;0;0;ri@hospitalcare.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
00.949.959/0001-78;HOSPITAL LA SANTE SA;HOSPITAL LA SANTE;1996-03-29;;2004-04-27;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2004-04-27;15466;Serviços Médicos;;;;;;PRIVADO;SEDE;AV. DAS NAÇÕES UNIDAS, 12551 -;25º ANDAR;BROOKLIN NOVO;SÃO PAULO;SP;BRASIL;4578903;11;51030448;11;55065446;rmp@servlease.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;BRUNO DE MELLO BOMENY;1996-03-29;RUA GERALDO FLAUSINO GOMES, 85;-2º ANDAR;C. MONÇOES;SÃO PAULO;SP;;4575060;11;51030448;11;55065446;rmp@servlease.com.br;61.065.819/0001-21;TRS AUDITORES INDEPENDENTES
16.676.520/0001-59;HOSPITAL MATER DEI S.A.;HOSPITAL MATER DEI S.A.;2021-04-14;1973-10-15;;;ATIVO;2021-04-14;25690;Serviços Médicos;BOLSA;Categoria A;2021-04-14;FASE OPERACIONAL;2021-02-12;PRIVADO;SEDE;RUA MATO GROSSO;Nº 1100,;SANTO AGOSTINHO;BELO HORIZONTE;MG;;30190081;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;RAFAEL CARDOSO CORDEIRO;2021-02-10;RUA MATO GROSSO;Nº 1100;SANTO AGOSTINHO;BELO HORIZONTE;MG;;30190081;31;33399597;0;0;rafael.cordeiro@materdei.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
